audio_base,audio,gold_sentence_path,original_text,sentence_segmented,sentence_start,sentence_end,transcribed_text,corrected_text
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-06-03_05_40_44.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_066/segment_13.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_066/gold_sentence_13.txt," En tanto, los trabajadores del sector privado, podrán acogerse al día no laborable previo acuerdo entre el empleador y sus trabajadores, quienes deberán establecerla forma como se hará efectiva la recuperación de las horas dejadas de laborar.",en tanto los trabajadores del sector privado podrán acogerse al día no laborable previo acuerdo entre el empleador y sus trabajadores quienes deberán establecerla forma como se hará efectiva la recuperación de las horas dejadas de laborar,107.07184575358852,124.49377320574162,en tanto los trabajadores del sector privado podrán acogerse al día no laborable previo acuerdo entre el empleador y sus trabajadores quienes deberán esestablecer la forma como se hará efectiva la recuperación de las obras dejadas de laborar," En tanto, los trabajadores del sector privado, podrán acogerse al día no laborable previo acuerdo entre el empleador y sus trabajadores, quienes deberán establecerla forma como se hará efectiva la recuperación de las horas dejadas de laborar."
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-06-04_06_36_12.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_076/segment_1.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_076/gold_sentence_1.txt," Vuelos comerciales al interior del país se permitirían desde julio, estima el titular del Ministerio de Transportes y Comunicaciones ",vuelos comerciales al interior del país se permitirían desde julio estima el titular del ministerio de transportes y comunicaciones,1.3200774339802737,9.040530305440662,vuelos comerciales al interior del país se permetirán desde julio estima el titular del ministerio de transportes y comunicaciones," Vuelos comerciales al interior del país se permitirían desde julio, estima el titular del Ministerio de Transportes y Comunicaciones "
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-06-04_06_36_12.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_076/segment_2.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_076/gold_sentence_2.txt," Este reinicio no sería total y dependerá de las condiciones sanitarias de cada región, así como los protocolos sanitarios que apliquen las aerolíneas. ",este reinicio no sería total y dependerá de las condiciones sanitarias de cada región así como los protocolos sanitarios que apliquen las aerolíneas,9.840577235125677,20.16118262806236,este reinicio no sería total y dy dependerá de las condiciones sanitarias de cada región así como los protocolos sanitarios que apliquen las aerolíneas," Este reinicio no sería total y dependerá de las condiciones sanitarias de cada región, así como los protocolos sanitarios que apliquen las aerolíneas. "
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-06-04_06_36_12.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_076/segment_3.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_076/gold_sentence_3.txt," El retorno de las aerolíneas a los cielos peruanos tendría fecha pactada, según el ministro de Transportes y Comunicaciones, Carlos Lozada. ",el retorno de las aerolíneas a los cielos peruanos tendría fecha pactada según el ministro de transportes y comunicaciones carlos lozada,21.061235423958003,29.56173405186128,el retorno de las aerolíneas a los silos peruanos tendrá fecha pactada según el ministerio de transporte y comunicaciones carlos lozadas," El retorno de las aerolíneas a los cielos peruanos tendría fecha pactada, según el ministro de Transportes y Comunicaciones, Carlos Lozada. "
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-06-04_06_36_12.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_076/segment_4.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_076/gold_sentence_4.txt," En diálogo con RPP, Lozada indicó que la reanudación de los vuelos comerciales nacionales de pasajeros probablemente ocurra en la tercera fase de la reactivación económica, en julio. ",en diálogo con rpp lozada indicó que la reanudación de los vuelos comerciales nacionales de pasajeros probablemente ocurra en la tercera fase de la reactivación económica en julio,30.32177863506204,42.38248610006363,en diálogo con rpp losada indicó que la reanudación de los vuelos comerciales nacionales de pasajeros probablemente ocurre en la tercera fase de la reactivación económica en julio," En diálogo con RPP, Lozada indicó que la reanudación de los vuelos comerciales nacionales de pasajeros probablemente ocurra en la tercera fase de la reactivación económica, en julio. "
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-06-04_06_36_12.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_076/segment_5.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_076/gold_sentence_5.txt," El sector aerocomercial es uno de los más golpeados por la pandemia del COVID-19, que prácticamente ha dejado sin operar a las aerolíneas del mundo. ",el sector aerocomercial es uno de los más golpeados por la pandemia del covid19 que prácticamente ha dejado sin operar a las aerolíneas del mundo,43.042524817053774,53.3231278635062,el sector aero-comercial es uno de los más golpeados por la pandemia del cobidiznueve que prácticamente dejado sin operar a las herrovinias," El sector aerocomercial es uno de los más golpeados por la pandemia del COVID-19, que prácticamente ha dejado sin operar a las aerolíneas del mundo. "
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-06-04_06_36_12.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_076/segment_6.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_076/gold_sentence_6.txt," ""Nos reunimos activamente con las aerolíneas, operadores y el Ministerio de Comercio Exterior y Turismo para establecer una estrategia. Aquí, efectivamente, la reactivación de los vuelos regionales será en una tercera fase”, anotó. ",nos reunimos activamente con las aerolíneas operadores y el ministerio de comercio exterior y turismo para establecer una estrategia aquí efectivamente la reactivación de los vuelos regionales será en una tercera fase anotó,55.26324166799236,73.40430579860006,nos reunimos activamente con las erolinas soperadores y el ministerio de comercio exterior turismo para establecer una estrategia aquí efectivamente la reactivación los vuelos regionales será en ua fase tercera faseanoto," ""Nos reunimos activamente con las aerolíneas, operadores y el Ministerio de Comercio Exterior y Turismo para establecer una estrategia. Aquí, efectivamente, la reactivación de los vuelos regionales será en una tercera fase”, anotó. "
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-06-04_06_36_12.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_076/segment_7.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_076/gold_sentence_7.txt," Este reinicio no sería absoluto y dependerá de las condiciones sanitarias de cada región, así como los protocolos sanitarios que apliquen las aerolíneas. ",este reinicio no sería absoluto y dependerá de las condiciones sanitarias de cada región así como los protocolos sanitarios que apliquen las aerolíneas,9.840577235125677,20.16118262806236,este reinicio no sería total y dy dependerá de las condiciones sanitarias de cada región así como los protocolos sanitarios que apliquen las aerolíneas," Este reinicio no sería absoluto y dependerá de las condiciones sanitarias de cada región, así como los protocolos sanitarios que apliquen las aerolíneas. "
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-06-04_06_36_12.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_076/segment_8.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_076/gold_sentence_8.txt, El titular del Ministerio de Transportes y Comunicaciones añadió que estos protocolos ya fueron presentados y “están prácticamente validados”. ,el titular del ministerio de transportes y comunicaciones añadió que estos protocolos ya fueron presentados y están prácticamente validados,83.94492409720013,93.88550719853644,el titular del ministerio de transporte y comunica comunicaciones añadió que estos protocolos ya fueron representados y están pracprácticamente validados, El titular del Ministerio de Transportes y Comunicaciones añadió que estos protocolos ya fueron presentados y “están prácticamente validados”. 
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-06-04_06_36_12.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_076/segment_9.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_076/gold_sentence_9.txt," “Los vuelos internacionales están quedando para el final de la tercera fase o el inicio de una cuarta fase, en función del contexto internacional”, añadió. ",los vuelos internacionales están quedando para el final de la tercera fase o el inicio de una cuarta fase en función del contexto internacional añadió,94.42553887607382,103.18605275612472,los vuelos internacionales están quedando para el final de la tercera fase o el inicio de una cuarta fase en función del contexto internacional añadió," “Los vuelos internacionales están quedando para el final de la tercera fase o el inicio de una cuarta fase, en función del contexto internacional”, añadió. "
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-06-04_06_36_12.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_076/segment_10.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_076/gold_sentence_10.txt," Además, el ministro añadió que su cartera se encuentra trabajando un plan de reactivación especializado para el sector aerocomercial. ",además el ministro añadió que su cartera se encuentra trabajando un plan de reactivación especializado para el sector aerocomercial,103.84609147311484,114.08669217308304,además el ministro añadió que su cartera s se encuentra trabajando un plan de ractivación especializado para el sector aero-comercial," Además, el ministro añadió que su cartera se encuentra trabajando un plan de reactivación especializado para el sector aerocomercial. "
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-06-04_06_36_12.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_076/segment_11.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_076/gold_sentence_11.txt, Esta iniciativa la toman de la mano con el Ministerio de Economía y Finanzas y tiene como objeto “darle oxígeno a la industria aérea”.,esta iniciativa la toman de la mano con el ministerio de economía y finanzas y tiene como objeto darle oxígeno a la industria aérea,115.0667496619472,124.2272870068406,esta iniciativa la toman de la mano con el ministerio de economía y finanzas y tiene como objeto darle oxígeno a la industria ara, Esta iniciativa la toman de la mano con el Ministerio de Economía y Finanzas y tiene como objeto “darle oxígeno a la industria aérea”.
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-06-06_08_54_01.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_093/segment_1.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_093/gold_sentence_1.txt, Sujeto salva de ser linchado por vecinos en el Callao ,sujeto salva de ser linchado por vecinos en el callao,1.3201773723787331,4.260572429040458,sujeto salva de ser linchado por vecinos en el callenon, Sujeto salva de ser linchado por vecinos en el Callao 
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-06-06_08_54_01.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_093/segment_2.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_093/gold_sentence_2.txt," Supuestamente hizo tocamientos indebidos a niña de 11 años e intentó subirla a la fuerza en su bicicleta para llevársela, según informó la Policía. ",supuestamente hizo tocamientos indebidos a niña de once años e intentó subirla a la fuerza en su bicicleta para llevársela según informó la policía,4.820647677928405,14.28191884664266,supuestamente hizo tocamientos indebidos a una niña de once años e intentó subirla a la fuerza en su bicicleta para llevarsela según informó la policía," Supuestamente hizo tocamientos indebidos a niña de 11 años e intentó subirla a la fuerza en su bicicleta para llevársela, según informó la Policía. "
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-06-06_08_54_01.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_093/segment_3.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_093/gold_sentence_3.txt," Un sujeto, que presuntamente hizo tocamientos indebidos a una niña de 11 años y pretendió subirla a la fuerza en su bicicleta para llevársela, salvó de ser linchado por un grupo de vecinos en el Callao. ",un sujeto que presuntamente hizo tocamientos indebidos a una niña de once años y pretendió subirla a la fuerza en su bicicleta para llevársela salvó de ser linchado por un grupo de vecinos en el callao,14.90200215791146,27.78373288233425,el sujeto que presuntamente hizo tocamientos indebidos a una niña de once años y pretendió suber a la fuerza en su bicicleta para llevársela salvó de ser linchado por un grupo de vecinos en el callao," Un sujeto, que presuntamente hizo tocamientos indebidos a una niña de 11 años y pretendió subirla a la fuerza en su bicicleta para llevársela, salvó de ser linchado por un grupo de vecinos en el Callao. "
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-06-06_08_54_01.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_093/segment_4.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_093/gold_sentence_4.txt, Este fue rescatado por agentes de la comisaría de Sarita Colonia. ,este fue rescatado por agentes de la comisaría de sarita colonia,28.803869942808728,32.184324123596696,éste fue rescatado por agentes de la comisaría de sarita colon, Este fue rescatado por agentes de la comisaría de Sarita Colonia. 
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-06-06_08_54_01.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_093/segment_5.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_093/gold_sentence_5.txt, La intervención ocurrió la tarde del martes. ,la intervención ocurrió la tarde del martes,32.66438862264351,35.164724555178985,la intervención ocurrió la tarde de martes, La intervención ocurrió la tarde del martes. 
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-06-06_08_54_01.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_093/segment_6.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_093/gold_sentence_6.txt," Los policías llegaron hasta el Parque 24 de Julio, ubicado en el segundo sector de la zona de Sarita Colonia, luego que un vecino alertara a la Central de Emergencia 105 de la Policía Nacional del Perú de la tentativa de linchamiento a un sujeto. ",los policías llegaron hasta el parque veinticuatro de julio ubicado en el segundo sector de la zona de sarita colonia luego que un vecino alertara a la central de emergencia ciento cinco de la policía nacional del perú de la tentativa de linchamiento a un sujeto,35.58478099184495,49.3866353394408,los policías llegaron hasta el parque veinticuatro de julio ubicado en el segundo sector de la zona salita colonia luego que un vecino alertar a la central de mergencia ciento cinco de la policía nacional del perú de la tentativa del hinchamiento a un sujeto," Los policías llegaron hasta el Parque 24 de Julio, ubicado en el segundo sector de la zona de Sarita Colonia, luego que un vecino alertara a la Central de Emergencia 105 de la Policía Nacional del Perú de la tentativa de linchamiento a un sujeto. "
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-06-06_08_54_01.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_093/segment_7.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_093/gold_sentence_7.txt, Ahí encontraron a los residentes que golpeaban a un hombre. ,ahí encontraron a los residentes que golpeaban a un hombre,49.82669446356704,53.28715939419615,ahí encontraron a los residentes qe que golpeaban a un hombre, Ahí encontraron a los residentes que golpeaban a un hombre. 
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-06-06_08_54_01.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_093/segment_8.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_093/gold_sentence_8.txt, Los efectivos rescataron al sujeto que fue identificado como Marco Moran (29). ,los efectivos rescataron al sujeto que fue identificado como marco moran veintinueve,54.18728032990892,59.08793875767846,los efectivos rescataron al sujeto que fue identificado como marco morán veintinueve, Los efectivos rescataron al sujeto que fue identificado como Marco Moran (29). 
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-06-06_08_54_01.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_093/segment_9.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_093/gold_sentence_9.txt, Los vecinos dijeron a la Policía que este fue sorprendido cuando intentaba llevarse a la fuerza a una niña de 11 años a la que trataba de subirla a su bicicleta La menor lloraba y pedía ayuda. ,los vecinos dijeron a la policía que este fue sorprendido cuando intentaba llevarse a la fuerza a una niña de once años a la que trataba de subirla a su bicicleta la menor lloraba y pedía ayuda,59.24796025736072,71.50960767051471,os los vecinos dijeron a la policía que este fuee sorprendido cuando intentaba llevarse a la fuerza una niña de once años a la que trataba de subirda su bicicleta la menor lloraba y pedía ayuda, Los vecinos dijeron a la Policía que este fue sorprendido cuando intentaba llevarse a la fuerza a una niña de 11 años a la que trataba de subirla a su bicicleta La menor lloraba y pedía ayuda. 
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-06-06_08_54_01.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_093/segment_10.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_093/gold_sentence_10.txt," La menor contó a sus padres que el sujeto la interceptó cuando caminaba por el parque, le tocó sus partes íntimas y luego se la quiso llevar a la fuerza, según informó la Policía. ",la menor contó a sus padres que el sujeto la interceptó cuando caminaba por el parque le tocó sus partes íntimas y luego se la quiso llevar a la fuerza según informó la policía,72.34972054384664,83.01115296017792,la menor contó que sus padres que el sujeto la interceptó cuando caminaba por el parque etogó sus bartes índimas y luego se la quiso llevar la fuerzasegún informó la policía," La menor contó a sus padres que el sujeto la interceptó cuando caminaba por el parque, le tocó sus partes íntimas y luego se la quiso llevar a la fuerza, según informó la Policía. "
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-06-06_08_54_01.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_093/segment_11.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_093/gold_sentence_11.txt," El detenido presenta golpes en el rostro, espalda y tórax. ",el detenido presenta golpes en el rostro espalda y tórax,83.49121745922473,86.71165014033043,el detenido presenta colves ne rostro espalda y toras," El detenido presenta golpes en el rostro, espalda y tórax. "
